0	0	0	10	5	5	0	0	
0	0	0	0	0	0	0	0	
0	0	3	0	0	3	0	0	
0	0	6	27	1	6	7	1	
0	0	0	9	12	1	14	1	
0	0	4	1	3	10	0	1	
0	0	0	5	8	3	0	0	
0	0	0	19	5	0	0	0	
