0	0	0	5	19	0	0	0	
0	0	3	8	5	0	0	0	
1	0	10	3	1	4	0	0	
1	14	1	12	9	0	0	0	
1	7	6	1	27	6	0	0	
0	0	3	0	0	3	0	0	
0	0	0	0	0	0	0	0	
0	0	5	5	10	0	0	0	
